file	gate-class	candidate-classification	remediation	source-ref	feature-overlay-keywords	notes
extensions/discord/src/monitor/native-command.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/feishu/src/monitor.test-mocks.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/bot-message-context.acp-bindings.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/bot-message-context.thread-binding.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/bot-message-context.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/bot-native-commands.runtime.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/bot-native-commands.session-meta.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/conversation-route.base-session-key.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
extensions/telegram/src/conversation-route.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
scripts/e2e/parallels/host-command.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
scripts/e2e/telegram-user-credential.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/acp/control-plane/manager.core.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/acp/control-plane/manager.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/acp/runtime/session-meta.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/command/attempt-execution.shared.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/command/session.resolve-session-key.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/command/session.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/subagent-depth.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/subagent-depth.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/agents/subagent-session-reconciliation.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/command-turn-context.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/heartbeat-filter.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/heartbeat-filter.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/commands-allowlist.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/commands-config.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/commands-diagnostics.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/commands-plugin.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/commands-plugin.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/config-write-authorization.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/get-reply.message-hooks.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/inbound-meta.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/inbound-text.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/prompt-prelude.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/reply-turn-admission.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/reply-turn-admission.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/source-reply-delivery-mode.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/strip-inbound-meta.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/strip-inbound-meta.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/command-catalog.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/command-path-policy.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/command-secret-gateway.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/gateway-cli/run.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/program/preaction.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/program/preaction.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/cli/update-cli.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/agent/session.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/doctor-platform-notes.startup-optimization.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/doctor/repair-sequencing.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/doctor/repair-sequencing.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/doctor/shared/preview-warnings.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/commands/doctor/shared/preview-warnings.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/config/config.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/config/io.best-effort.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/config/types.hooks.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/docker-setup.e2e.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/chat-abort.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/mcp-http.loopback-runtime.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/mcp-http.request.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/mcp-http.runtime.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/mcp-http.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS-confirmed-via-blob-check	mechanical-restore	upstream/main	-(false-positive-from-keyword-grep; savegame-blob-is-upstream-historical)	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/operator-approvals-client.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/server-runtime-services.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/server-startup-log.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/server-startup-log.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/server.chat.gateway-server-chat-b.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/server/hooks-request-handler.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/session-lifecycle-state.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/session-utils.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/sessions-patch.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/gateway/tool-resolution.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/image-generation/provider-registry.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/infra/exec-approvals-policy.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/infra/jsonl-socket.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/infra/jsonl-socket.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/infra/run-node.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/logging/diagnostic-session-state.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/media/local-media-access.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/media/read-capability.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/plugins/loader.native-module-loader.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/plugins/registry.runtime-config.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/sessions/model-overrides.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/sessions/model-overrides.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/status/status-labels.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/status/status-message.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/tui/components/chat-log.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/tui/embedded-backend.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/tui/tui-session-actions.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/tui/tui-submit-test-helpers.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/tui/tui.submit-handler.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/video-generation/provider-registry.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/scripts/changed-lanes.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/scripts/committer.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/scripts/e2e-shell-tempfiles.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/scripts/install-cli.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/scripts/test-live-shard.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/vitest-light-paths.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
test/vitest/vitest.commands-light-paths.mjs	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
ui/src/ui/app-gateway.sessions.node.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
ui/src/ui/controllers/config.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
ui/src/ui/controllers/config.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
ui/src/ui/usage-helpers.node.test.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
ui/src/ui/usage-helpers.ts	FROZEN-STALE	CANDIDATE-UPSTREAM-EVOLUTION-MISS	mechanical-restore	upstream/main	-	Layer B byte-identity; restoration cannot lose feature content (provably none)
src/auto-reply/reply/agent-runner.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 24 textual conflicts; needs per-hunk human review; dropped_lines=159
src/gateway/server-methods/agent.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 38 textual conflicts; needs per-hunk human review; dropped_lines=145
ui/src/ui/views/usage-render-overview.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=116
src/agents/subagent-registry-run-manager.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 7 textual conflicts; needs per-hunk human review; dropped_lines=116
src/plugins/sdk-alias.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=114
src/agents/embedded-agent-subscribe.handlers.tools.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=114
ui/src/i18n/locales/pl.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=113
