class	dropped_lines	file	detail
MIXED-CLOBBER	2	src/agents/subagent-announce-delivery.ts	bf3921dab7 refactor: centralize timer-safe timeout bounds
SAFE-NEW	0	src/agents/subagent-announce.chain-guard.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.crosssession-gate.test.ts	-
MIXED-CLOBBER	1	src/agents/subagent-announce.format.e2e.test.ts	?
GENUINE	0	src/agents/subagent-announce.registry.runtime.ts	-
MIXED-CLOBBER	1	src/agents/subagent-announce.runtime.ts	?
SAFE-NEW	0	src/agents/subagent-announce.silent-wake.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.targeted-return.integration.test.ts	-
GENUINE	0	src/agents/subagent-announce.test-support.ts	-
MIXED-CLOBBER	2	src/agents/subagent-announce.test.ts	cabb55380f feat(plugin-sdk): add session entry workflow he
MIXED-CLOBBER	4	src/agents/subagent-announce.timeout.test.ts	bf3921dab7 refactor: centralize timer-safe timeout bounds
MIXED-CLOBBER	31	src/agents/subagent-announce.ts	?
MIXED-CLOBBER	4	src/agents/subagent-control.test.ts	28a719f3da fix(agents): allow steering yielded subagents
SAFE-CURRENT	0	src/agents/subagent-depth.test.ts	-
SAFE-CURRENT	0	src/agents/subagent-depth.ts	-
GENUINE	0	src/agents/subagent-registry-announce-read.ts	-
MIXED-CLOBBER	1	src/agents/subagent-registry-lifecycle.ts	950e5c8c50 fix(agents): credit delivered subagent completi
GENUINE	0	src/agents/subagent-registry-queries.ts	-
MIXED-CLOBBER	116	src/agents/subagent-registry-run-manager.ts	8a60f39221 fix(agents): enforce subagent run timeouts
GENUINE	0	src/agents/subagent-registry-runtime.ts	-
SAFE-NEW	0	src/agents/subagent-registry-spawn-runtime.ts	-
MIXED-CLOBBER	1	src/agents/subagent-registry-state.ts	935f84b8e9 fix(agents): reuse cached subagent registry rea
MIXED-CLOBBER	23	src/agents/subagent-registry.lifecycle-retry-grace.e2e.test.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
GENUINE	0	src/agents/subagent-registry.persistence.test.ts	-
MIXED-CLOBBER	11	src/agents/subagent-registry.test.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
MIXED-CLOBBER	85	src/agents/subagent-registry.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
GENUINE	0	src/agents/subagent-registry.types.ts	-
GENUINE	0	src/agents/subagent-spawn.test.ts	-
MIXED-CLOBBER	5	src/agents/subagent-spawn.ts	02182d5a30 refactor: remove sender owner tool gating
GENUINE	0	src/agents/subagent-system-prompt.ts	-
SAFE-NEW	0	src/agents/subagent-traceparent-handoff.ts	-
SAFE-NEW	0	src/agents/system-prompt.continuation.test.ts	-
SAFE-CURRENT	0	src/agents/system-prompt.test.ts	-
MIXED-CLOBBER	1	src/agents/system-prompt.ts	6950e85605 fix(agents): allow hyphenated subagent task nam
GENUINE	0	src/agents/test-helpers/host-sandbox-fs-bridge.ts	-
GENUINE	0	src/agents/tool-display-config.ts	-
GENUINE	0	src/agents/tools-effective-inventory.test.ts	-
MIXED-CLOBBER	5	src/agents/tools-effective-inventory.ts	d78b0814d5 fix(gateway): avoid cold-loading providers for 
SAFE-NEW	0	src/agents/tools/continuation-tools-registration.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.crosssession-gate.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.boundary.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.callsite-threading.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.classifier-emission.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.volitional-threading.test.ts	-
MIXED-CLOBBER	2	src/agents/utils/tools-manager.ts	cee2a50fe6 chore(release): prepare 2026.5.28
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.ordering.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.post-compaction-substrate.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.ts	-
SAFE-NEW	0	src/auto-reply/continuation/config.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/config.ts	-
SAFE-NEW	0	src/auto-reply/continuation/context-pressure.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/context-pressure.ts	-
SAFE-NEW	0	src/auto-reply/continuation/cross-session-targeting.nonexistent-target.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/cross-session-targeting.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch-post-compaction.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.chain-depth-exhaustion.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.cost-cap-exhaustion.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.fanout-error-isolation.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-mid-run-compaction-survival.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-store.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-store.ts	-
SAFE-NEW	0	src/auto-reply/continuation/lazy.runtime.ts	-
SAFE-NEW	0	src/auto-reply/continuation/nonexistent-target-session-delivery.race.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/post-compaction-release.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/post-compaction-release.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.onfire-throws.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.ts	-
SAFE-NEW	0	src/auto-reply/continuation/signal.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/signal.ts	-
SAFE-NEW	0	src/auto-reply/continuation/state.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/state.ts	-
SAFE-NEW	0	src/auto-reply/continuation/targeting-pure.ts	-
SAFE-NEW	0	src/auto-reply/continuation/targeting.ts	-
SAFE-NEW	0	src/auto-reply/continuation/trace-context-propagation.integration.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/types.mode-shape.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/types.ts	-
SAFE-NEW	0	src/auto-reply/continuation/volatile-map-allowlist.test.ts	-
GENUINE	0	src/auto-reply/get-reply-options.types.ts	-
MIXED-CLOBBER	1	src/auto-reply/inbound-debounce.ts	aa71f7fe15 Fix Telegram stop debounce bypass (#83248)
GENUINE	0	src/auto-reply/inbound.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/agent-runner-execution.release-queued-compaction.test.ts	-
MIXED-CLOBBER	43	src/auto-reply/reply/agent-runner-execution.test.ts	9de6abd8d7 fix(agents): bridge CLI tool progress events
MIXED-CLOBBER	64	src/auto-reply/reply/agent-runner-execution.ts	b4f69286fd fix(gateway): stop chat timeout fallback cascad
GENUINE	0	src/auto-reply/reply/agent-runner-memory.ts	-
GENUINE	0	src/auto-reply/reply/agent-runner-session-reset.ts	-
SAFE-NEW	0	src/auto-reply/reply/agent-runner.continuation-delegate-fire-span.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/agent-runner.continuation-span-uniformity.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	-
GENUINE	0	src/auto-reply/reply/agent-runner.misc.runreplyagent.test.ts	-
MIXED-CLOBBER	159	src/auto-reply/reply/agent-runner.ts	?
MIXED-CLOBBER	7	src/auto-reply/reply/commands-gating.test.ts	88c49f9e68 chore(deadcode): dedupe repeated helpers
GENUINE	0	src/auto-reply/reply/commands-status.test.ts	-
MIXED-CLOBBER	6	src/auto-reply/reply/commands-system-prompt.test.ts	ba2dedb3bc refactor: centralize skills runtime paths
SAFE-CURRENT	0	src/auto-reply/reply/commands-system-prompt.ts	-
SAFE-NEW	0	src/auto-reply/reply/context-pressure.integration.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/context-pressure.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/cot-frame.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/cot-frame.ts	-
MIXED-CLOBBER	4	src/auto-reply/reply/directive-handling.impl.ts	b620c58e65 fix: remove telegram-only reasoning stream copy
MIXED-CLOBBER	3	src/auto-reply/reply/directive-handling.mixed-inline.test.ts	b620c58e65 fix: remove telegram-only reasoning stream copy
GENUINE	0	src/auto-reply/reply/directive-handling.model.test.ts	-
MIXED-CLOBBER	3	src/auto-reply/reply/directive-handling.persist.ts	694ca50e97 Revert "refactor: move runtime state to SQLite"
MIXED-CLOBBER	20	src/auto-reply/reply/followup-runner.test.ts	e8628c6717 fix(auto-reply): keep room event cli sessions t
MIXED-CLOBBER	77	src/auto-reply/reply/followup-runner.ts	b4f69286fd fix(gateway): stop chat timeout fallback cascad
MIXED-CLOBBER	17	src/auto-reply/reply/get-reply-run.media-only.test.ts	0cfccdb0c7 fix(codex): keep WebChat delivery hints out of 
MIXED-CLOBBER	3	src/auto-reply/reply/get-reply-run.ts	30c1ca5c7b fix: match slash commands case-insensitively
MIXED-CLOBBER	3	src/auto-reply/reply/inbound-meta.test.ts	0cfccdb0c7 fix(codex): keep WebChat delivery hints out of 
SAFE-NEW	0	src/auto-reply/reply/normalize-reply.cot-frame.test.ts	-
GENUINE	0	src/auto-reply/reply/normalize-reply.ts	-
SAFE-NEW	0	src/auto-reply/reply/post-compaction-context-failure.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/post-compaction-delegate-dispatch.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/post-compaction-delegate-dispatch.ts	-
MIXED-CLOBBER	4	src/auto-reply/reply/prompt-prelude.ts	0cfccdb0c7 fix(codex): keep WebChat delivery hints out of 
MIXED-CLOBBER	1	src/auto-reply/reply/queue/types.ts	355fb4d860 refactor: use direct skills imports
SAFE-NEW	0	src/auto-reply/reply/reply-delivery.cot-frame-leak.test.ts	-
MIXED-CLOBBER	1	src/auto-reply/reply/reply-delivery.ts	?
GENUINE	0	src/auto-reply/reply/reply-state.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/run-provenance.test.ts	-
SAFE-NEW	0	src/auto-reply/reply/run-provenance.ts	-
SAFE-NEW	0	src/auto-reply/reply/session-system-events.test.ts	-
MIXED-CLOBBER	8	src/auto-reply/reply/session-system-events.ts	?
SAFE-NEW	0	src/auto-reply/reply/session-updates.compaction.test.ts	-
MIXED-CLOBBER	4	src/auto-reply/reply/session-updates.test.ts	efffb42ef9 refactor: split skills index follow-up
MIXED-CLOBBER	27	src/auto-reply/reply/session-updates.ts	694ca50e97 Revert "refactor: move runtime state to SQLite"
MIXED-CLOBBER	61	src/auto-reply/reply/session.test.ts	f55e98671a fix: preserve internal handoff status attributi
SAFE-NEW	0	src/auto-reply/reply/skill-tool-dispatch.runtime.ts	-
MIXED-CLOBBER	2	src/auto-reply/status.test.ts	41962ed369 fix(status): show explicit fast mode state (#87
SAFE-NEW	0	src/auto-reply/tokens.continuation.test.ts	-
MIXED-CLOBBER	8	src/auto-reply/tokens.test.ts	?
GENUINE	0	src/auto-reply/tokens.ts	-
GENUINE	0	src/auto-reply/types.ts	-
MIXED-CLOBBER	36	src/cli/config-cli.test.ts	189a7962b2 fix(cli): reject empty config path segments
SAFE-CURRENT	0	src/cli/config-cli.ts	-
MIXED-CLOBBER	1	src/cli/program/preaction.test.ts	9a5f2f61e7 Doctor: add health-check contract and --lint va
MIXED-CLOBBER	1	src/commands/doctor-lint.test.ts	9a5f2f61e7 Doctor: add health-check contract and --lint va
MIXED-CLOBBER	1	src/commands/doctor-lint.ts	9a5f2f61e7 Doctor: add health-check contract and --lint va
MIXED-CLOBBER	37	src/commands/models/list.list-command.forward-compat.test.ts	2831d697ce test: move lightweight command tests to light s
GENUINE	0	src/commands/status-overview-rows.ts	-
GENUINE	0	src/commands/status.command-report-data.ts	-
SAFE-NEW	0	src/commands/status.continuation-banner.test.ts	-
MIXED-CLOBBER	1	src/config/io.write-config.test.ts	f3f4f29dba fix(config): quiet benign metadata anomaly outp
SAFE-CURRENT	0	src/config/schema.help.ts	-
MIXED-CLOBBER	33	src/config/sessions.cache.test.ts	467b068fdc perf(sessions): patch single-entry store writes
MIXED-CLOBBER	9	src/config/sessions.test.ts	9c2a6a8df5 perf(gateway): borrow session reads on turn hot
MIXED-CLOBBER	2	src/config/sessions/store-cache.ts	cabb55380f feat(plugin-sdk): add session entry workflow he
SAFE-NEW	0	src/config/sessions/store.continuation-merge.test.ts	-
GENUINE	0	src/config/sessions/store.runtime.ts	-
MIXED-CLOBBER	2	src/config/sessions/types.ts	d9278c8efd refactor: organize skills subsystem layout
GENUINE	0	src/config/types.agent-defaults.ts	-
GENUINE	0	src/config/zod-schema.agent-defaults.ts	-
SAFE-NEW	0	src/config/zod-schema.continuation.test.ts	-
MIXED-CLOBBER	41	src/cron/isolated-agent/run.ts	7a381b807e fix(cron): preflight model fallbacks before ski
MIXED-CLOBBER	16	src/flows/channel-setup.status.test.ts	1c8a11265b test: avoid repeated module reloads in unit tes
GENUINE	0	src/flows/doctor-lint-flow.ts	-
SAFE-CURRENT	0	src/gateway/chat-abort.test.ts	-
MIXED-CLOBBER	9	src/gateway/chat-abort.ts	b4f69286fd fix(gateway): stop chat timeout fallback cascad
MIXED-CLOBBER	1	src/gateway/config-reload.test.ts	d9278c8efd refactor: organize skills subsystem layout
MIXED-CLOBBER	13	src/gateway/mcp-http.test.ts	0cfccdb0c7 fix(codex): keep WebChat delivery hints out of 
SAFE-CURRENT	0	src/gateway/operator-approvals-client.test.ts	-
MIXED-CLOBBER	16	src/gateway/operator-approvals-client.ts	13cfb77c10 fix: repair local approval resolution (#86771)
MIXED-CLOBBER	2	src/gateway/probe.close-drain.test.ts	cc72519053 fix(gateway): drain probe client close
MIXED-CLOBBER	145	src/gateway/server-methods/agent.test.ts	e2966faea7 perf: reuse gateway session and plugin metadata
MIXED-CLOBBER	91	src/gateway/server-methods/agent.ts	e2966faea7 perf: reuse gateway session and plugin metadata
MIXED-CLOBBER	71	src/gateway/server-methods/chat.ts	982e88821c fix(gateway): drop stale subagent announce hist
MIXED-CLOBBER	58	src/gateway/server-methods/server-methods.test.ts	982e88821c fix(gateway): drop stale subagent announce hist
GENUINE	0	src/gateway/server-plugins.test.ts	-
MIXED-CLOBBER	2	src/gateway/server-restart-sentinel.ts	d8641a661b fix(sessions): avoid stale restart continuation
MIXED-CLOBBER	11	src/gateway/server-startup-post-attach.test.ts	145b57c734 perf(gateway): defer skipped-channel sidecars
SAFE-CURRENT	0	src/gateway/server.chat.gateway-server-chat-b.test.ts	-
MIXED-CLOBBER	31	src/gateway/server.hooks.test.ts	e72621e566 fix(hooks): enforce default hook agent allowlis
MIXED-CLOBBER	34	src/gateway/server.impl.ts	b74cd69c6f perf(gateway): defer scheduled service imports
MIXED-CLOBBER	19	src/gateway/session-utils.fs.test.ts	982e88821c fix(gateway): drop stale subagent announce hist
MIXED-CLOBBER	5	src/gateway/sessions-patch.ts	152f68d037 fix(gateway): persist model auth profile suffix
