class	dropped_lines	file	detail
MIXED-CLOBBER	2	extensions/msteams/src/monitor-handler.feedback-authz.test.ts	aa71f7fe15 Fix Telegram stop debounce bypass (#83248)
MIXED-CLOBBER	2	extensions/msteams/src/monitor-handler.file-consent.test.ts	aa71f7fe15 Fix Telegram stop debounce bypass (#83248)
MIXED-CLOBBER	1	extensions/qa-matrix/src/runners/contract/scenario-catalog.ts	c3308b9195 test: keep matrix subagent spawn opt-in
GENUINE	0	extensions/qa-matrix/src/runners/contract/scenarios.test.ts	-
MIXED-CLOBBER	3	extensions/telegram/src/bot-handlers.runtime.ts	f6d293a1ee fix(telegram): reject unsafe callback pages
FROZEN-STALE	-1	extensions/telegram/src/bot-message-context.acp-bindings.test.ts	HEAD==upstream@242e2474a6 (2026-05-11 test: tighten telegram extension assertions)
FROZEN-STALE	-1	extensions/telegram/src/bot-message-context.thread-binding.test.ts	HEAD==upstream@b8ea6d2aee (2026-05-27 fix(telegram): route plugin-bound topic messages)
FROZEN-STALE	-1	extensions/telegram/src/bot-message-context.ts	HEAD==upstream@b8ea6d2aee (2026-05-27 fix(telegram): route plugin-bound topic messages)
FROZEN-STALE	-1	extensions/telegram/src/bot-native-commands.runtime.ts	HEAD==upstream@1337be3063 (2026-04-03 refactor: narrow telegram native command test sea)
FROZEN-STALE	-1	extensions/telegram/src/bot-native-commands.session-meta.test.ts	HEAD==upstream@694ca50e97 (2026-05-13 Revert "refactor: move runtime state to SQLite")
MIXED-CLOBBER	11	extensions/telegram/src/bot-native-commands.ts	9119492f15 fix: preserve plugin LLM command auth (#85936)
FROZEN-STALE	-1	extensions/telegram/src/conversation-route.base-session-key.test.ts	HEAD==upstream@b8ea6d2aee (2026-05-27 fix(telegram): route plugin-bound topic messages)
FROZEN-STALE	-1	extensions/telegram/src/conversation-route.ts	HEAD==upstream@b8ea6d2aee (2026-05-27 fix(telegram): route plugin-bound topic messages)
GENUINE	0	extensions/zalo/src/outbound-media.ts	-
GENUINE	0	npm-shrinkwrap.json	-
MIXED-CLOBBER	12	package.json	99b24a80fb build(plugins): externalize copilot runtime
SAFE-NEW	0	packages/gateway-protocol/src/schema/agent.schema.test.ts	-
MIXED-CLOBBER	9	packages/gateway-protocol/src/schema/agent.ts	b1117d9862 refactor: extract gateway client package (#8779
MIXED-CLOBBER	1	packages/memory-host-sdk/src/host/session-files.ts	694ca50e97 Revert "refactor: move runtime state to SQLite"
MIXED-CLOBBER	5	pnpm-lock.yaml	86ed25af34 feat: add workboard dashboard plugin
FROZEN-STALE	-1	scripts/e2e/parallels/host-command.ts	HEAD==upstream@8a94e825cd (2026-05-23 fix(scripts): run Windows check commands through )
MIXED-CLOBBER	8	scripts/e2e/parallels/npm-update-smoke.ts	fdf58c1998 fix(e2e): backstop Parallels update jobs
MIXED-CLOBBER	2	scripts/e2e/telegram-user-crabbox-proof.ts	4b40197eae fix(e2e): bound Telegram proof Bot API calls
FROZEN-STALE	-1	scripts/e2e/telegram-user-credential.ts	HEAD==upstream@c643370fd8 (2026-05-24 fix(e2e): harden Telegram credential paths on Win)
MIXED-CLOBBER	1	scripts/lib/plugin-sdk-doc-metadata.ts	9a5f2f61e7 Doctor: add health-check contract and --lint va
MIXED-CLOBBER	2	scripts/protocol-gen-swift.ts	?
MIXED-CLOBBER	1	scripts/protocol-gen.ts	?
SAFE-NEW	0	scripts/protocol-public-schema.ts	-
MIXED-CLOBBER	11	scripts/release-check.ts	780bc79147 fix(plugin-sdk): stop exporting vitest test hel
MIXED-CLOBBER	2	scripts/test-projects.test-support.mjs	?
FROZEN-STALE	-1	src/acp/control-plane/manager.core.ts	HEAD==upstream@bbc1772f4d (2026-05-25 build: enable modern TypeScript module syntax)
FROZEN-STALE	-1	src/acp/control-plane/manager.test.ts	HEAD==upstream@36e76ef424 (2026-05-22 fix(codex): block progress-only completions [AI-a)
FROZEN-STALE	-1	src/acp/runtime/session-meta.ts	HEAD==upstream@694ca50e97 (2026-05-13 Revert "refactor: move runtime state to SQLite")
MIXED-CLOBBER	90	src/agents/agent-command.live-model-switch.test.ts	960117259d fix(agents): preserve rotated compaction sessio
SAFE-NEW	0	src/agents/agent-command.test.ts	-
MIXED-CLOBBER	79	src/agents/agent-command.ts	3b9fa16862 perf(gateway): borrow agent session lookup safe
MIXED-CLOBBER	2	src/agents/agent-hooks/compaction-safeguard.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/agent-tools-agent-config.test.ts	-
MIXED-CLOBBER	8	src/agents/agent-tools.before-tool-call.e2e.test.ts	2e015ab124 test(release): fix beta live release checks
MIXED-CLOBBER	5	src/agents/agent-tools.before-tool-call.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/agent-tools.policy.ts	-
MIXED-CLOBBER	32	src/agents/agent-tools.read.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	37	src/agents/agent-tools.ts	adca9a7523 fix(exec): layer session exec overrides
MIXED-CLOBBER	4	src/agents/agent-tools.workspace-paths.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/apply-patch.test.ts	-
GENUINE	0	src/agents/auth-profile-runtime-contract.test.ts	-
MIXED-CLOBBER	2	src/agents/auth-profiles.resolve-auth-profile-order.does-not-prioritize-lastgood-round-robin-ordering.test.ts	?
MIXED-CLOBBER	10	src/agents/auth-profiles/session-override.ts	694ca50e97 Revert "refactor: move runtime state to SQLite"
GENUINE	0	src/agents/cli-runner/helpers.ts	-
MIXED-CLOBBER	13	src/agents/cli-runner/prepare.test.ts	de455304cc fix(command): stabilize claude-cli transcript r
MIXED-CLOBBER	4	src/agents/cli-runner/prepare.ts	d9278c8efd refactor: organize skills subsystem layout
MIXED-CLOBBER	14	src/agents/command/attempt-execution.cli.test.ts	de455304cc fix(command): stabilize claude-cli transcript r
MIXED-CLOBBER	37	src/agents/command/attempt-execution.helpers.ts	de455304cc fix(command): stabilize claude-cli transcript r
FROZEN-STALE	-1	src/agents/command/attempt-execution.shared.ts	HEAD==upstream@c8782d18eb (2026-05-16 fix(agents): probe primary after auto fallback pi)
MIXED-CLOBBER	19	src/agents/command/attempt-execution.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	19	src/agents/command/session-store.ts	960117259d fix(agents): preserve rotated compaction sessio
FROZEN-STALE	-1	src/agents/command/session.resolve-session-key.test.ts	HEAD==upstream@694ca50e97 (2026-05-13 Revert "refactor: move runtime state to SQLite")
FROZEN-STALE	-1	src/agents/command/session.ts	HEAD==upstream@eb7f3b7b50 (2026-05-22 fix(agent): support explicit CLI session keys (#8)
MIXED-CLOBBER	2	src/agents/command/types.ts	8fa4fad3a7 perf(gateway): skip duplicate turn session touc
SAFE-NEW	0	src/agents/compaction-attribution.test.ts	-
SAFE-NEW	0	src/agents/compaction-attribution.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-runner.e2e.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/compact-reasons.test.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/compact-reasons.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	3	src/agents/embedded-agent-runner/compact.hooks.harness.ts	47c578034a fix(exec): align release validation surfaces
MIXED-CLOBBER	2	src/agents/embedded-agent-runner/compact.queued.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	17	src/agents/embedded-agent-runner/compact.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	4	src/agents/embedded-agent-runner/compact.types.ts	80227005a0 feat(exec): add normalized auto mode
MIXED-CLOBBER	21	src/agents/embedded-agent-runner/compaction-runtime-context.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	4	src/agents/embedded-agent-runner/context-engine-capabilities.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/context-engine-maintenance.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	10	src/agents/embedded-agent-runner/model.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/run-state.ts	-
MIXED-CLOBBER	2	src/agents/embedded-agent-runner/run.overflow-compaction.harness.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/run.overflow-compaction.loop.test.ts	-
MIXED-CLOBBER	27	src/agents/embedded-agent-runner/run.timeout-triggered-compaction.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/run.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/run/assistant-failover.test.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/assistant-failover.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/attempt-tool-construction-plan.test.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/attempt-tool-construction-plan.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/attempt.prompt-helpers.ts	-
MIXED-CLOBBER	94	src/agents/embedded-agent-runner/run/attempt.session-lock.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	29	src/agents/embedded-agent-runner/run/attempt.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/run/failover-policy.test.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/run/failover-policy.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/run/params.ts	355fb4d860 refactor: use direct skills imports
MIXED-CLOBBER	32	src/agents/embedded-agent-runner/runs.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	12	src/agents/embedded-agent-runner/runs.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
GENUINE	0	src/agents/embedded-agent-runner/system-prompt.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.compaction.runtime.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.compaction.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	6	src/agents/embedded-agent-subscribe.handlers.compaction.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	103	src/agents/embedded-agent-subscribe.handlers.tools.test.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	114	src/agents/embedded-agent-subscribe.handlers.tools.ts	bb46b79d3c refactor: internalize OpenClaw agent runtime (#
MIXED-CLOBBER	4	src/agents/live-model-switch.test.ts	b75f70bc04 perf(gateway): avoid cloning live switch store 
MIXED-CLOBBER	3	src/agents/live-model-switch.ts	b75f70bc04 perf(gateway): avoid cloning live switch store 
MIXED-CLOBBER	22	src/agents/model-fallback.test.ts	b4f69286fd fix(gateway): stop chat timeout fallback cascad
MIXED-CLOBBER	16	src/agents/model-fallback.ts	b4f69286fd fix(gateway): stop chat timeout fallback cascad
MIXED-CLOBBER	18	src/agents/model-selection.test.ts	2e3b4b58a1 test(agents): cover cold default model alias re
MIXED-CLOBBER	7	src/agents/openai-responses-payload-policy.test.ts	9119492f15 fix: preserve plugin LLM command auth (#85936)
MIXED-CLOBBER	9	src/agents/openai-responses-payload-policy.ts	?
GENUINE	0	src/agents/openai-transport-stream.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation-misconfig-warn.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation-registration.test.ts	-
GENUINE	0	src/agents/openclaw-tools.sessions-visibility.test.ts	-
MIXED-CLOBBER	1	src/agents/openclaw-tools.subagents.sessions-spawn.test-harness.ts	214f718be7 fix(agents): persist subagent registry before r
MIXED-CLOBBER	1	src/agents/openclaw-tools.ts	?
SAFE-NEW	0	src/agents/pi-tools.append.test.ts	-
SAFE-NEW	0	src/agents/pi-tools.write.guard.test.ts	-
SAFE-NEW	0	src/agents/pi-tools.write.message-truthfulness.test.ts	-
MIXED-CLOBBER	9	src/agents/sandbox-media-paths.test.ts	42d6cf66d3 fix(media): require staged sandbox media refs
GENUINE	0	src/agents/sandbox/fs-bridge-mutation-helper.ts	-
MIXED-CLOBBER	1	src/agents/sandbox/fs-bridge.shell.test.ts	53ef9154b8 test: count sandbox bridge shell calls
GENUINE	0	src/agents/sandbox/fs-bridge.ts	-
GENUINE	0	src/agents/sandbox/fs-bridge.types.ts	-
MIXED-CLOBBER	7	src/agents/sandbox/remote-fs-bridge.ts	8a4573917d fix(sandbox): validate remote hardlink counts
MIXED-CLOBBER	32	src/agents/session-write-lock.test.ts	a1eb765f0a fix(session-lock): enforce maxHoldMs in shouldR
MIXED-CLOBBER	7	src/agents/session-write-lock.ts	a1eb765f0a fix(session-lock): enforce maxHoldMs in shouldR
MIXED-CLOBBER	2	src/agents/subagent-announce-delivery.ts	bf3921dab7 refactor: centralize timer-safe timeout bounds
SAFE-NEW	0	src/agents/subagent-announce.chain-guard.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.crosssession-gate.test.ts	-
MIXED-CLOBBER	1	src/agents/subagent-announce.format.e2e.test.ts	?
GENUINE	0	src/agents/subagent-announce.registry.runtime.ts	-
MIXED-CLOBBER	1	src/agents/subagent-announce.runtime.ts	?
SAFE-NEW	0	src/agents/subagent-announce.silent-wake.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.targeted-return.integration.test.ts	-
GENUINE	0	src/agents/subagent-announce.test-support.ts	-
MIXED-CLOBBER	2	src/agents/subagent-announce.test.ts	cabb55380f feat(plugin-sdk): add session entry workflow he
MIXED-CLOBBER	4	src/agents/subagent-announce.timeout.test.ts	bf3921dab7 refactor: centralize timer-safe timeout bounds
MIXED-CLOBBER	31	src/agents/subagent-announce.ts	?
MIXED-CLOBBER	4	src/agents/subagent-control.test.ts	28a719f3da fix(agents): allow steering yielded subagents
FROZEN-STALE	-1	src/agents/subagent-depth.test.ts	HEAD==upstream@694ca50e97 (2026-05-13 Revert "refactor: move runtime state to SQLite")
FROZEN-STALE	-1	src/agents/subagent-depth.ts	HEAD==upstream@694ca50e97 (2026-05-13 Revert "refactor: move runtime state to SQLite")
GENUINE	0	src/agents/subagent-registry-announce-read.ts	-
MIXED-CLOBBER	9	src/agents/subagent-registry-helpers.ts	694ca50e97 Revert "refactor: move runtime state to SQLite"
MIXED-CLOBBER	1	src/agents/subagent-registry-lifecycle.ts	950e5c8c50 fix(agents): credit delivered subagent completi
GENUINE	0	src/agents/subagent-registry-queries.ts	-
MIXED-CLOBBER	116	src/agents/subagent-registry-run-manager.ts	8a60f39221 fix(agents): enforce subagent run timeouts
GENUINE	0	src/agents/subagent-registry-runtime.ts	-
SAFE-NEW	0	src/agents/subagent-registry-spawn-runtime.ts	-
MIXED-CLOBBER	1	src/agents/subagent-registry-state.ts	935f84b8e9 fix(agents): reuse cached subagent registry rea
MIXED-CLOBBER	23	src/agents/subagent-registry.lifecycle-retry-grace.e2e.test.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
GENUINE	0	src/agents/subagent-registry.persistence.test.ts	-
MIXED-CLOBBER	11	src/agents/subagent-registry.test.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
MIXED-CLOBBER	85	src/agents/subagent-registry.ts	4980c32846 fix(agents): recover failed subagent lifecycle 
GENUINE	0	src/agents/subagent-registry.types.ts	-
FROZEN-STALE	-1	src/agents/subagent-session-reconciliation.ts	HEAD==upstream@77d9ac30bb (2026-05-25 refactor: reuse shared coercion helpers (#86419))
MIXED-CLOBBER	1	src/agents/subagent-spawn.test-helpers.ts	?
GENUINE	0	src/agents/subagent-spawn.test.ts	-
MIXED-CLOBBER	5	src/agents/subagent-spawn.ts	02182d5a30 refactor: remove sender owner tool gating
GENUINE	0	src/agents/subagent-system-prompt.ts	-
SAFE-NEW	0	src/agents/subagent-traceparent-handoff.ts	-
SAFE-NEW	0	src/agents/system-prompt.continuation.test.ts	-
MIXED-CLOBBER	1	src/agents/system-prompt.test.ts	6950e85605 fix(agents): allow hyphenated subagent task nam
MIXED-CLOBBER	1	src/agents/system-prompt.ts	6950e85605 fix(agents): allow hyphenated subagent task nam
GENUINE	0	src/agents/test-helpers/host-sandbox-fs-bridge.ts	-
GENUINE	0	src/agents/tool-display-config.ts	-
GENUINE	0	src/agents/tools-effective-inventory.test.ts	-
MIXED-CLOBBER	5	src/agents/tools-effective-inventory.ts	d78b0814d5 fix(gateway): avoid cold-loading providers for 
SAFE-NEW	0	src/agents/tools/continuation-tools-registration.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.crosssession-gate.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-delegate-tool.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.boundary.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/continue-work-tool.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.callsite-threading.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.classifier-emission.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.test.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.ts	-
SAFE-NEW	0	src/agents/tools/request-compaction-tool.volitional-threading.test.ts	-
MIXED-CLOBBER	1	src/agents/tools/session-status-tool.ts	?
MIXED-CLOBBER	1	src/agents/tools/sessions-helpers.ts	?
MIXED-CLOBBER	1	src/agents/tools/sessions-history-tool.ts	?
MIXED-CLOBBER	1	src/agents/tools/sessions-list-tool.ts	?
MIXED-CLOBBER	2	src/agents/utils/tools-manager.ts	cee2a50fe6 chore(release): prepare 2026.5.28
FROZEN-STALE	-1	src/auto-reply/command-turn-context.test.ts	HEAD==upstream@3b1497789c (2026-05-15 refactor(channels): derive command turns from tur)
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.ordering.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.post-compaction-substrate.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation-delegate-store.ts	-
SAFE-NEW	0	src/auto-reply/continuation/config.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/config.ts	-
SAFE-NEW	0	src/auto-reply/continuation/context-pressure.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/context-pressure.ts	-
SAFE-NEW	0	src/auto-reply/continuation/cross-session-targeting.nonexistent-target.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/cross-session-targeting.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch-post-compaction.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.chain-depth-exhaustion.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.cost-cap-exhaustion.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.fanout-error-isolation.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-dispatch.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-mid-run-compaction-survival.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-store.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/delegate-store.ts	-
SAFE-NEW	0	src/auto-reply/continuation/lazy.runtime.ts	-
SAFE-NEW	0	src/auto-reply/continuation/nonexistent-target-session-delivery.race.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/post-compaction-release.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/post-compaction-release.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.onfire-throws.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/scheduler.ts	-
SAFE-NEW	0	src/auto-reply/continuation/signal.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/signal.ts	-
SAFE-NEW	0	src/auto-reply/continuation/state.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/state.ts	-
SAFE-NEW	0	src/auto-reply/continuation/targeting-pure.ts	-
SAFE-NEW	0	src/auto-reply/continuation/targeting.ts	-
SAFE-NEW	0	src/auto-reply/continuation/trace-context-propagation.integration.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/types.mode-shape.test.ts	-
SAFE-NEW	0	src/auto-reply/continuation/types.ts	-
SAFE-NEW	0	src/auto-reply/continuation/volatile-map-allowlist.test.ts	-
GENUINE	0	src/auto-reply/get-reply-options.types.ts	-
